등급,시장,종목코드,종목명,현재가,5일변화율(%),20일변화율(%),거래대금(원),추세점수,매집점수,돌파점수,신규점수,총점,6.0신규,7.0신규,기준일자
B,KOSPI,003920,남양유업,54000,-3.4,4.65,3327156000,4,5,2,4,15,Y,Y,20260320
B,KOSDAQ,073490,이노와이어리스,42350,-3.86,18.79,10105895800,4,3,3,3,13,Y,Y,20260320
A,KOSDAQ,051370,인터플렉스,13750,3.7,6.18,3819365000,5,3,4,4,16,Y,Y,20260320
A,KOSPI,005680,삼영전자,15770,23.98,29.79,3129950750,4,4,4,5,17,Y,Y,20260320
A,KOSDAQ,042370,비츠로테크,11980,9.61,7.25,43214783120,5,5,4,5,19,Y,Y,20260320
B,KOSDAQ,314130,지놈앤컴퍼니,8960,3.94,21.9,4983498240,5,3,3,4,15,Y,Y,20260320
A,KOSDAQ,322310,오로스테크놀로지,33050,0.15,25.43,8488066250,4,3,5,4,16,Y,Y,20260320
B,KOSDAQ,255220,SG,2845,-1.04,-9.25,10932714790,3,3,3,4,13,Y,Y,20260320
A,KOSPI,005010,휴스틸,5500,10.11,22.63,13940536500,5,5,5,5,20,Y,Y,20260320
B,KOSPI,117580,대성에너지,11140,5.19,33.57,63004264060,4,3,3,4,14,Y,Y,20260320
A,KOSDAQ,330860,네패스아크,25000,38.05,17.37,39279950000,5,4,5,5,19,Y,Y,20260320
A,KOSPI,003070,코오롱글로벌,11970,16.44,18.28,8676741780,5,4,5,5,19,Y,Y,20260320
A,KOSPI,053690,한미글로벌,27200,33.66,31.4,87260864000,5,4,5,5,19,Y,Y,20260320
B,KOSPI,035510,신세계 I&C,21200,28.17,16.1,29418455600,3,4,3,5,15,Y,Y,20260320
A,KOSDAQ,321550,티움바이오,10070,31.63,61.64,17824846580,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,272110,케이엔제이,36400,-4.59,3.26,9935343600,3,5,3,4,15,Y,Y,20260320
B,KOSDAQ,094820,일진파워,18990,-0.63,-3.6,32674991580,3,4,3,4,14,Y,Y,20260320
A,KOSDAQ,457550,우진엔텍,30450,6.65,5.36,25183215750,4,4,3,5,16,Y,Y,20260320
B,KOSDAQ,361390,제노코,29600,3.5,-4.52,7452836000,3,3,3,4,13,Y,Y,20260320
B,KOSPI,000390,삼화페인트,10140,7.3,2.53,24703575000,3,4,3,4,14,Y,Y,20260320
B,KOSDAQ,475230,엔알비,24750,2.27,3.34,6947003250,3,4,3,4,14,Y,Y,20260320
B,KOSDAQ,199820,제일일렉트릭,11840,16.42,10.45,13267347520,4,3,3,5,15,Y,Y,20260320
A,KOSPI,013580,계룡건설,29400,12.86,6.72,18769489200,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,088800,에이스테크,3465,-3.75,15.5,4587413985,4,3,2,4,13,Y,Y,20260320
A,KOSPI,001790,대한제당,2915,5.81,2.28,4305761075,5,5,3,5,18,Y,Y,20260320
A,KOSDAQ,078070,유비쿼스홀딩스,14780,6.71,26.11,5675342640,4,5,3,5,17,Y,Y,20260320
A,KOSDAQ,160980,싸이맥스,23650,14.53,10.51,7604562900,4,3,5,5,17,Y,Y,20260320
A,KOSDAQ,388050,지투파워,13500,12.97,36.64,120109068000,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,242040,나무기술,7240,47.15,92.04,19304830120,3,3,3,4,13,Y,Y,20260320
B,KOSDAQ,307750,국전약품,4910,1.66,57.12,8410854550,3,4,3,4,14,Y,Y,20260320
B,KOSDAQ,402490,그린리소스,14900,13.05,48.85,18629604100,3,3,3,4,13,Y,Y,20260320
A,KOSDAQ,091580,상신이디피,18500,17.09,11.78,7324242500,5,4,5,5,19,Y,Y,20260320
A,KOSDAQ,289930,웨이비스,18690,4.82,1.69,6907001640,4,5,4,5,18,Y,Y,20260320
A,KOSPI,016880,웅진,3040,41.72,29.64,6442152160,5,4,4,5,18,Y,Y,20260320
B,KOSDAQ,489500,엘케이켐,38700,11.69,-21.82,16986281400,3,4,3,5,15,Y,Y,20260320
A,KOSDAQ,100120,뷰웍스,26450,0.19,-1.86,6629930550,3,5,5,5,18,Y,Y,20260320
B,KOSDAQ,039860,나노엔텍,6190,0.32,32.12,37739526260,3,4,3,4,14,Y,Y,20260320
A,KOSPI,005960,동부건설,10270,33.72,18.59,13997773790,5,4,5,5,19,Y,Y,20260320
A,KOSDAQ,297090,씨에스베어링,8620,16.33,23.32,26163156780,5,4,5,5,19,Y,Y,20260320
A,KOSDAQ,036190,금화피에스시,38800,11.49,8.99,3772718000,5,5,4,5,19,Y,Y,20260320
B,KOSDAQ,357880,SKAI,4650,-3.12,122.49,19908626250,3,4,3,3,13,Y,Y,20260320
A,KOSDAQ,425040,티이엠씨,10880,14.29,7.3,21677105280,4,4,4,5,17,Y,Y,20260320
A,KOSPI,001250,GS글로벌,2750,10.0,6.8,12242711250,5,5,5,5,20,Y,Y,20260320
A,KOSDAQ,064290,인텍플러스,17180,13.7,-0.64,10035473660,3,4,4,5,16,Y,Y,20260320
A,KOSDAQ,069540,빛과전자,2190,54.66,101.1,108980118090,5,4,5,5,19,Y,Y,20260320
A,KOSDAQ,104480,티케이케미칼,2325,24.66,22.76,12916205025,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,131030,옵투스제약,11910,12.04,36.74,24346636380,4,3,3,5,15,Y,Y,20260320
B,KOSDAQ,389030,지니너스,6270,18.3,101.28,3488402280,5,2,4,4,15,Y,Y,20260320
A,KOSPI,002990,금호건설,5630,11.71,7.85,8782214480,5,5,5,5,20,Y,Y,20260320
A,KOSDAQ,106190,하이텍팜,19340,22.17,21.56,13976147700,5,4,5,5,19,Y,Y,20260320
A,KOSPI,004960,한신공영,17730,37.87,35.34,19642783320,5,4,5,5,19,Y,Y,20260320
B,KOSPI,009070,KCTC,6780,4.95,-9.48,5288549160,3,3,3,4,13,Y,Y,20260320
B,KOSDAQ,432720,퀄리타스반도체,14350,2.5,11.24,7553395150,4,4,2,4,14,Y,Y,20260320
A,KOSDAQ,039560,다산네트웍스,4990,12.51,26.33,28010277180,5,4,5,5,19,Y,Y,20260320
B,KOSPI,213500,한솔제지,8460,2.3,-4.41,4990579380,2,5,2,4,13,Y,Y,20260320
A,KOSDAQ,282720,금양그린파워,16570,9.23,27.27,26308139290,4,5,4,5,18,Y,Y,20260320
B,KOSDAQ,235980,메드팩토,5790,6.63,-4.3,7163885940,2,5,2,5,14,Y,Y,20260320
B,KOSDAQ,321370,센서뷰,3815,4.23,39.23,29411795910,3,4,3,4,14,Y,Y,20260320
B,KOSDAQ,008830,대동기어,21750,2.11,-14.03,24960017250,3,4,3,5,15,Y,Y,20260320
A,KOSDAQ,417500,제이아이테크,5910,21.73,62.36,8159322360,5,3,4,4,16,Y,Y,20260320
A,KOSPI,008970,KBI동양철관,1864,8.12,0.0,8293405728,4,4,4,5,17,Y,Y,20260320
B,KOSDAQ,037350,성도이엔지,12390,14.19,63.89,6109199250,4,2,3,4,13,Y,Y,20260320
A,KOSDAQ,355150,코스텍시스,24050,6.89,59.17,10089456000,4,4,3,5,16,Y,Y,20260320
B,KOSDAQ,365330,에스와이스틸텍,3710,9.12,-6.08,5316352090,3,4,3,5,15,Y,Y,20260320
A,KOSDAQ,475580,에이럭스,13130,15.07,38.07,20098340470,4,4,3,5,16,Y,Y,20260320
A,KOSDAQ,054620,APS,9500,6.03,73.04,6700312000,5,3,5,4,17,Y,Y,20260320
A,KOSDAQ,453450,그리드위즈,21800,15.22,20.38,34212680200,4,4,4,5,17,Y,Y,20260320
B,KOSPI,214390,경보제약,7150,28.83,18.18,10761093200,3,4,3,5,15,Y,Y,20260320
A,KOSPI,011700,한신기계,5260,6.37,5.62,21630435000,4,4,3,5,16,Y,Y,20260320
A,KOSDAQ,005160,동국산업,3145,10.54,7.89,3115974795,5,5,3,5,18,Y,Y,20260320
B,KOSDAQ,417840,저스템,7250,1.54,4.77,9707844250,3,3,3,4,13,Y,Y,20260320
A,KOSDAQ,259630,엠플러스,13500,6.97,1.81,3425274000,5,4,4,5,18,Y,Y,20260320
A,KOSDAQ,021320,KCC건설,7590,18.41,6.45,4167585510,5,4,4,5,18,Y,Y,20260320
B,KOSDAQ,265740,엔에프씨,9000,8.43,33.33,3682089000,4,3,2,4,13,Y,Y,20260320
B,KOSDAQ,147830,제룡산업,8030,7.35,1.39,3908779160,4,3,2,4,13,Y,Y,20260320
B,KOSPI,019180,티에이치엔,8830,2.56,8.74,4674310610,3,4,2,4,13,Y,Y,20260320
A,KOSPI,003480,한진중공업홀딩스,5300,11.58,0.76,4752430500,4,5,4,5,18,Y,Y,20260320
B,KOSDAQ,041440,현대에버다임,8620,2.25,-4.01,3056195140,4,4,2,5,15,Y,Y,20260320
B,KOSDAQ,017510,세명전기,10040,4.8,-5.73,5495564680,3,3,3,4,13,Y,Y,20260320
B,KOSDAQ,306620,지아이에스,3330,20.0,27.34,8253135270,4,3,3,4,14,Y,Y,20260320
A,KOSDAQ,382800,지앤비에스 에코,4680,30.36,21.09,10473077160,5,4,5,5,19,Y,Y,20260320
A,KOSPI,004150,한솔홀딩스,3575,9.49,2.14,5398700450,5,5,4,5,19,Y,Y,20260320
A,KOSDAQ,100130,동국S&C,2545,20.9,20.9,14737547825,5,4,4,5,18,Y,Y,20260320
B,KOSDAQ,059120,아진엑스텍,7760,3.19,4.86,3209380800,5,3,2,4,14,Y,Y,20260320
B,KOSPI,004140,동방,2930,11.2,9.74,7811561660,4,3,3,4,14,Y,Y,20260320
A,KOSDAQ,086670,비엠티,14140,3.21,4.9,3147860940,5,4,4,5,18,Y,Y,20260320
B,KOSDAQ,085670,뉴프렉스,5710,3.82,-10.5,14095728840,2,5,2,5,14,Y,Y,20260320
A,KOSDAQ,096350,대창솔루션,3730,54.13,66.52,21534222500,5,4,5,5,19,Y,Y,20260320
A,KOSPI,008700,아남전자,1774,47.96,34.39,69951949336,4,4,3,5,16,Y,Y,20260320
B,KOSDAQ,474610,RF시스템즈,9450,-6.44,29.99,10268918100,3,4,3,3,13,Y,Y,20260320
A,KOSDAQ,396270,넥스트칩,4055,20.68,16.19,13537666160,5,4,4,5,18,Y,Y,20260320
A,KOSDAQ,024880,케이피에프,6590,5.61,5.95,3493596240,5,4,4,5,18,Y,Y,20260320
A,KOSDAQ,036010,아비코전자,9390,18.71,6.7,4032629400,5,4,4,5,18,Y,Y,20260320
A,KOSDAQ,026150,특수건설,7010,5.41,-0.71,3754738260,4,5,4,5,18,Y,Y,20260320
A,KOSDAQ,046970,우리로,2710,75.86,88.46,43890815830,5,4,5,5,19,Y,Y,20260320
A,KOSDAQ,340360,다보링크,2215,20.64,51.3,5047083495,5,4,4,5,18,Y,Y,20260320
A,KOSPI,013360,일성건설,2040,15.12,0.74,3841101720,4,4,3,5,16,Y,Y,20260320
A,KOSDAQ,261780,차백신연구소,4080,29.94,54.84,145445810640,4,4,4,5,17,Y,Y,20260320
A,KOSDAQ,214270,FSN,2470,8.1,20.19,7300030660,4,5,4,5,18,Y,Y,20260320
